DE,COMUNA,BARRIO,POINT_X,POINT_Y,Escuela_DE,NEAR_FID,NEAR_DIST
2.00000000000,5.00000000000,ALMAGRO,103045.20000000000,102906.61810000001,3_2,"1",874.71068822200
2.00000000000,14.00000000000,PALERMO,104235.22550000000,104156.53980000000,4_2,"21",980.89416078300
2.00000000000,14.00000000000,PALERMO,104446.22570000000,104276.52820000000,5_2,"21",979.58616716300
2.00000000000,3.00000000000,BALVANERA,104846.15150000001,102724.54660000000,6_2,"21",649.37610562400
4.00000000000,4.00000000000,BOCA,109336.91660000000,99560.42980000000,1_4,"2",385.46182840800
4.00000000000,4.00000000000,BOCA,109314.92130000000,99661.42840000000,2_4,"2",363.16413879300
4.00000000000,4.00000000000,BOCA,108744.88930000000,98591.47670000000,3_4,"4",273.68706440000
4.00000000000,4.00000000000,BOCA,108965.88230000000,98542.46850000000,4_4,"4",253.69814678900
3.00000000000,1.00000000000,CONSTITUCION,106969.01970000000,100734.50260000001,11_3,"11",1376.83089256000
3.00000000000,1.00000000000,MONTSERRAT,106940.61229999999,101668.86470000001,14_3,"11",1570.59446517000
3.00000000000,3.00000000000,BALVANERA,105804.07600000000,101445.53539999999,15_3,"26",1874.39051325000
3.00000000000,1.00000000000,CONSTITUCION,107380.01010000000,100735.02710000001,16_3,"11",972.13821802900
3.00000000000,3.00000000000,SAN CRISTOBAL,106579.01970000000,100525.52370000001,21_3,"11",1799.60918726000
3.00000000000,3.00000000000,SAN CRISTOBAL,106579.01970000000,100525.52370000001,22_3,"11",1799.60918726000
3.00000000000,3.00000000000,SAN CRISTOBAL,106040.05170000000,100994.53569999999,23_3,"26",1650.08571885000
3.00000000000,3.00000000000,SAN CRISTOBAL,106053.03879999999,100694.54200000000,25_3,"26",1459.36390404000
4.00000000000,4.00000000000,BOCA,108676.90889999999,99020.46980000001,13_4,"4",339.54290220300
4.00000000000,4.00000000000,BOCA,109680.28920000000,99445.03300000000,14_4,"2",322.31656190300
4.00000000000,4.00000000000,BOCA,108707.92750000001,99480.45800000000,18_4,"4",721.76192744800
4.00000000000,4.00000000000,BOCA,108808.86120000000,97955.48840000000,19_4,"30",150.28403692200
4.00000000000,1.00000000000,SAN TELMO,108174.45849999999,101135.83749999999,21_4,"11",252.19521454800
4.00000000000,1.00000000000,SAN TELMO,108499.77499999999,100960.46020000000,22_4,"11",170.53005078700
4.00000000000,4.00000000000,BARRACAS,108029.88110000000,98008.52000000000,24_4,"27",527.43374894300
4.00000000000,1.00000000000,SAN TELMO,108515.98920000000,100844.43520000001,26_4,"11",207.49110610200
4.00000000000,1.00000000000,SAN TELMO,108430.97700000000,100507.44640000000,27_4,"11",441.97387981900
4.00000000000,4.00000000000,BARRACAS,107841.89980000000,98352.52000000000,28_4,"27",907.64022998400
5.00000000000,4.00000000000,BARRACAS,107897.94620000001,99486.49189999999,1_5,"4",1242.67673338000
5.00000000000,4.00000000000,PARQUE PATRICIOS,104769.99300000000,98911.63640000000,2_5,"26",903.34758489900
5.00000000000,4.00000000000,BARRACAS,106851.36390000000,98837.93630000000,8_5,"28",1062.36959034000
5.00000000000,4.00000000000,BARRACAS,106964.16140000000,97339.06269999999,9_5,"28",477.37936109400
5.00000000000,4.00000000000,BARRACAS,105379.00290000001,97683.70950000000,10_5,"7",814.22957410900
5.00000000000,4.00000000000,BARRACAS,106688.86719999999,96951.60020000000,11_5,"28",831.25398700700
5.00000000000,4.00000000000,BARRACAS,106073.27310000001,97417.31890000000,12_5,"7",482.73430453600
5.00000000000,4.00000000000,BARRACAS,107405.66980000000,98105.51720000000,13_5,"28",708.87443625300
5.00000000000,4.00000000000,NUEVA POMPEYA,104582.97330000000,98340.65720000000,14_5,"26",1498.49233391000
5.00000000000,4.00000000000,BARRACAS,108087.92610000000,99111.49249999999,15_5,"4",899.61576777000
5.00000000000,4.00000000000,NUEVA POMPEYA,105118.92290000001,97430.65530000000,16_5,"7",826.09439911200
5.00000000000,4.00000000000,NUEVA POMPEYA,104440.94190000001,97517.68180000001,17_5,"7",1477.30244073000
5.00000000000,4.00000000000,PARQUE PATRICIOS,106462.97390000000,99372.55480000000,18_5,"28",1624.98639006000
5.00000000000,4.00000000000,PARQUE PATRICIOS,106142.99870000000,99789.55880000000,26_5,"26",1247.96675685000
10.00000000000,13.00000000000,BELGRANO,100405.44130000001,107224.63099999999,5_10,"22",1542.37300711000
10.00000000000,12.00000000000,SAAVEDRA,98806.55630000000,109098.65560000000,6_10,"9",968.00712496500
10.00000000000,13.00000000000,NUÃ‘EZ,99609.52840000000,108868.62710000000,7_10,"9",1779.69038796000
10.00000000000,13.00000000000,BELGRANO,101883.46210000000,108518.53960000000,8_10,"22",3469.90673925000
14.00000000000,11.00000000000,VILLA GRAL. MITRE,99280.28270000000,102840.77770000001,16_14,"29",728.51409969900
14.00000000000,13.00000000000,COLEGIALES,100226.39350000001,105989.66650000001,17_14,"22",1362.47675033000
14.00000000000,15.00000000000,CHACARITA,100921.33860000000,105059.65850000001,18_14,"8",1109.55549560000
6.00000000000,3.00000000000,BALVANERA,105674.09830000000,101905.53040000000,1_6,"21",1695.37668199000
6.00000000000,4.00000000000,PARQUE PATRICIOS,105253.01260000000,99637.59960000000,2_6,"26",395.62689848700
6.00000000000,3.00000000000,SAN CRISTOBAL,105113.07279999999,100996.57460000001,3_6,"26",1210.08744258000
6.00000000000,5.00000000000,ALMAGRO,103760.10850000000,101115.62880000001,4_6,"1",1401.39982285000
6.00000000000,3.00000000000,BALVANERA,105269.09209999999,101540.55570000000,5_6,"1",1740.22283571000
6.00000000000,3.00000000000,BALVANERA,105562.07500000000,101291.54910000000,6_6,"26",1628.14099473000
6.00000000000,3.00000000000,SAN CRISTOBAL,104905.03640000000,100017.60560000000,7_6,"26",211.56430366400
6.00000000000,5.00000000000,BOEDO,104478.02510000000,99464.41150000000,8_6,"26",539.31174060100
